species,type,freshwater_estimate,freshwater_plastisphere_enriched,freshwater_plastisphere_unique,seawater_estimate,seawater_plastisphere_enriched,seawater_plastisphere_unique,terrestrial_estimate,terrestrial_plastisphere_enriched,terrestrial_plastisphere_unique,freshwater_level,freshwater_environment,freshwater_plastisphere,fwe_mean,fwp_mean,fw_mean_difference,seawater_level,seawater_environment,seawater_plastisphere,swe_mean,swp_mean,sw_mean_difference,terrestrial_level,terrestrial_environment,terrestrial_plastisphere,tre_mean,trp_mean,tr_mean_difference,Start,End
Candidatus.Thioglobus,Animal,36.99997522,0,0,198.999982,0,0,7.28E-05,0,0,depleted,228.2797203,264.9,0.462873291,0.537126709,0.074253418,depleted,1073.212121,766.6533333,0.58331011,0.41668989,-0.16662022,ns,1.162162162,1.976470588,0.370276568,0.629723432,0.259446864,97,98
Capnocytophaga.canimorsus,Animal,0,0,0,-4.64E-06,1,0,0,1,1,ns,0,0,0,0,0,enriched,0.166666667,105.8666667,0.001571833,0.998428167,0.996856334,enriched,0,16.10588235,0,1,1,98,99
Catabacter.hongkongensis,Animal,0,0,1,0,0,0,4.58E-05,0,0,ns,0,0.166666667,0,1,1,ns,0,0,0,0,0,depleted,21.65540541,14.02941176,0.606852077,0.393147923,-0.213704154,99,100
Cellulomonas.flavigena,Animal,-4.03E-05,0,0,-3.92E-05,0,0,2.33E-05,0,0,ns,4.384615385,19.65,0.182429189,0.817570811,0.635141622,ns,0.409090909,1.393333333,0.226967048,0.773032952,0.546065904,ns,31.36486486,120.9411765,0.205933163,0.794066837,0.588133674,100,101
Chlamydia.sp.,Animal,1.60E-05,0,0,3.60E-05,0,0,2.13E-05,0,0,ns,1.622377622,6.391666667,0.202441809,0.797558191,0.595116382,depleted,1.71969697,0.876666667,0.662348273,0.337651727,-0.324696546,ns,11.72972973,13.94117647,0.456926983,0.543073017,0.086146034,101,102
Chromobacterium.violaceum,Animal,-4.61E-05,0,0,4.53E-05,0,0,1.80E-05,0,0,ns,8.825174825,56.29166667,0.1355283,0.8644717,0.7289434,ns,0.128787879,0.19,0.403992396,0.596007604,0.192015208,depleted,16.13513514,7.776470588,0.674782586,0.325217414,-0.349565172,102,103
Chryseobacterium.gleum,Animal,-2.999985564,1,0,-3.03E-05,0,0,-7.80E-05,1,0,enriched,9.965034965,147.7083333,0.063200495,0.936799505,0.87359901,ns,11.65151515,29.65,0.282108661,0.717891339,0.435782678,enriched,0.952702703,10.08235294,0.0863342,0.9136658,0.8273316,103,104
Chryseobacterium.indologenes,Animal,-6.99999,1,0,5.68E-05,0,0,-3.000015686,1,0,enriched,15.66433566,306.625,0.048603332,0.951396668,0.902793336,ns,25.99242424,20.05333333,0.564491185,0.435508815,-0.12898237,enriched,0.560810811,72.46470588,0.007679656,0.992320344,0.984640688,104,105
Clostridioides.difficile,Animal,5.92E-05,0,0,-1.40E-05,0,0,7.999994655,0,0,depleted,9.034965035,123.3166667,0.068264856,0.931735144,0.863470288,ns,0.598484848,3.466666667,0.147223257,0.852776743,0.705553486,depleted,107.027027,113.9117647,0.484419355,0.515580645,0.03116129,105,106
Clostridium.aceticum,Animal,-2.37E-05,1,0,3.69E-05,0,0,6.000028501,0,0,enriched,0.20979021,0.875,0.193392426,0.806607574,0.613215148,depleted,114.9621212,22,0.839371647,0.160628353,-0.678743294,depleted,122.4459459,45.90588235,0.727321747,0.272678253,-0.454643494,106,107
Clostridium.baratii,Animal,5.18E-05,0,0,-4.56E-05,0,0,0,0,1,ns,0.482517483,0.383333333,0.557275542,0.442724458,-0.114551084,ns,0.424242424,1.613333333,0.208209399,0.791790601,0.583581202,ns,0,0.747058824,0,1,1,107,108
Clostridium.beijerinckii,Animal,3.999980219,0,0,6.62E-05,0,0,3.000041414,0,0,depleted,12.67132867,227.7416667,0.052706505,0.947293495,0.89458699,ns,1.159090909,6.906666667,0.143705151,0.856294849,0.712589698,depleted,93.66891892,7.958823529,0.921686507,0.078313493,-0.843373014,108,109
Clostridium.botulinum,Animal,-6.75E-06,0,0,-6.90E-05,0,0,513.0000041,0,0,ns,7.811188811,31.25,0.199973146,0.800026854,0.600053708,ns,0.507575758,4.063333333,0.111044816,0.888955184,0.777910368,depleted,1179.344595,298.1058824,0.798229526,0.201770474,-0.596459052,109,110
Clostridium.cadaveris,Animal,3.20E-05,0,0,7.78E-05,0,0,144.9999465,0,0,ns,2.097902098,1.675,0.556044669,0.443955331,-0.112089338,ns,0.007575758,0.006666667,0.531914895,0.468085105,-0.06382979,depleted,365.2162162,39.59411765,0.902190941,0.097809059,-0.804381882,110,111
Clostridium.carboxidivorans,Animal,-3.55E-05,0,0,2.69E-05,0,0,5.000033459,0,0,ns,0.132867133,5.358333333,0.024196373,0.975803627,0.951607254,ns,0.287878788,0.05,0.852017937,0.147982063,-0.704035874,depleted,18.42567568,1.594117647,0.920372922,0.079627078,-0.840745844,111,112
Clostridium.cellulovorans,Animal,-4.99E-05,0,0,1.66E-05,0,0,50.00002279,0,0,ns,0.314685315,0.683333333,0.315310055,0.684689945,0.36937989,ns,0.045454545,0.006666667,0.872093017,0.127906983,-0.744186034,depleted,162.7905405,15.72941176,0.911889895,0.088110105,-0.82377979,112,113
Clostridium.estertheticum,Animal,-3.64E-05,0,0,4.24E-05,0,0,9.999977364,0,0,ns,4.79020979,50.34166667,0.086886391,0.913113609,0.826227218,ns,0.106060606,0.48,0.180972079,0.819027921,0.638055842,depleted,283.777027,40.02941176,0.87637858,0.12362142,-0.75275716,113,114
Clostridium.formicaceticum,Animal,-5.92E-05,1,0,-7.06E-05,0,0,2.68E-05,0,0,enriched,0.272727273,14.35,0.018650917,0.981349083,0.962698166,ns,0.25,10.04666667,0.024279702,0.975720298,0.951440596,depleted,234.4256757,32.20588235,0.879212039,0.120787961,-0.758424078,114,115
Clostridium.ljungdahlii,Animal,-3.10E-05,0,0,0,1,0,114.9999844,0,0,ns,0.188811189,0.291666667,0.392965434,0.607034566,0.214069132,enriched,0.015151515,0,1,0,-1,depleted,274.0743243,35.53529412,0.885225484,0.114774516,-0.770450968,115,116
Clostridium.paraputrificum,Animal,8.22E-05,0,0,1.83E-05,0,0,28.99995367,0,0,ns,7.804195804,18.825,0.293069151,0.706930849,0.413861698,ns,0.522727273,4.56,0.102843856,0.897156144,0.794312288,depleted,193.8716216,114.4058824,0.628886698,0.371113302,-0.257773396,116,117
Clostridium.pasteurianum,Animal,-3.66E-05,0,0,0,0,1,0.999954775,0,0,ns,0.356643357,9.941666667,0.034631251,0.965368749,0.930737498,ns,0,0.033333333,0,1,1,depleted,73.51351351,97.4,0.43012113,0.56987887,0.13975774,117,118
Clostridium.saccharoperbutylacetonicum,Animal,-1.26E-05,1,0,-3.38E-05,0,0,30.00003089,0,0,enriched,0.426573427,5.658333333,0.070103527,0.929896473,0.859792946,ns,0.227272727,0.76,0.230202578,0.769797422,0.539594844,depleted,396.8175676,70.07058824,0.84991997,0.15008003,-0.69983994,118,119
Clostridium.sporogenes,Animal,-1.52E-05,0,0,4.90E-05,0,0,5.10E-05,0,0,ns,1.104895105,14.01666667,0.073067526,0.926932474,0.853864948,ns,1.424242424,3.306666667,0.301050474,0.698949526,0.397899052,depleted,24.56756757,2.9,0.894420939,0.105579061,-0.788841878,119,120
Clostridium.tyrobutyricum,Animal,3.000014129,0,0,-4.52E-05,0,0,0.99997398,0,0,depleted,15.36363636,6.85,0.691630857,0.308369143,-0.383261714,ns,0.303030303,2.236666667,0.119317504,0.880682496,0.761364992,depleted,100.8716216,53.39411765,0.653882204,0.346117796,-0.307764408,120,121
Comamonas.kerstersii,Animal,-3.03E-06,0,0,6.95E-05,0,0,-3.95E-05,1,0,ns,15.07692308,214.4583333,0.065684563,0.934315437,0.868630874,depleted,0.287878788,0.093333333,0.755166932,0.244833068,-0.510333864,enriched,0.925675676,3.076470588,0.231294814,0.768705186,0.537410372,121,122
Comamonas.serinivorans,Animal,0.999957393,0,0,2.24E-05,0,0,-9.999942665,1,0,ns,634.7342657,992.0916667,0.39016729,0.60983271,0.21966542,depleted,52.16666667,41.15,0.559028398,0.440971602,-0.118056796,enriched,10.11486486,92.35294118,0.098712613,0.901287387,0.802574774,122,123
Comamonas.terrigena,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,30.38823529,0,1,1,123,124
Comamonas.testosteroni,Animal,-5.03E-05,1,0,8.92E-05,0,0,0,0,1,enriched,0.048951049,4.441666667,0.010900738,0.989099262,0.978198524,depleted,0.598484848,0.206666667,0.743319533,0.256680467,-0.486639066,ns,0,0.3,0,1,1,124,125
Corynebacterium.afermentans,Animal,-5.29E-05,1,0,-9.30E-06,1,0,0,1,1,enriched,0.125874126,1.45,0.079875749,0.920124251,0.840248502,enriched,0.037878788,1.873333333,0.019819249,0.980180751,0.960361502,enriched,0,0.605882353,0,1,1,125,126
Corynebacterium.diphtheriae,Animal,10.99998848,0,0,3.12E-05,0,0,0,0,0,depleted,827.7202797,6.2,0.992565237,0.007434763,-0.985130474,depleted,98.04545455,0.58,0.994119165,0.005880835,-0.98823833,ns,0,0,0,0,0,126,127
Corynebacterium.kroppenstedtii,Animal,-5.47E-05,0,0,0,1,1,0,1,1,ns,0.006993007,0.083333333,0.077419355,0.922580645,0.84516129,enriched,0,1.113333333,0,1,1,enriched,0,1.452941176,0,1,1,127,128
Corynebacterium.singulare,Animal,-3.23E-05,1,0,-3.32E-05,1,0,-8.57E-05,0,0,enriched,0.433566434,6.516666667,0.062381567,0.937618433,0.875236866,enriched,0.310606061,3.376666667,0.084237344,0.915762656,0.831525312,ns,2.709459459,16.35294118,0.142136319,0.857863681,0.715727362,128,129
Corynebacterium.tuberculostearicum,Animal,-3.87E-05,0,0,-5.04E-05,1,0,-1.51E-06,1,0,ns,0.496503497,1.541666667,0.243602573,0.756397427,0.512794854,enriched,0.787878788,5.2,0.131578947,0.868421053,0.736842106,enriched,0.108108108,3.6,0.029154519,0.970845481,0.941690962,129,130
Corynebacterium.urealyticum,Animal,86.99998321,0,0,1.08E-05,0,0,0,0,0,depleted,144.9020979,0.825,0.994338733,0.005661267,-0.988677466,depleted,11.14393939,0.246666667,0.978344728,0.021655272,-0.956689456,ns,0,0,0,0,0,130,131
Coxiella.endosymbiont,Animal,36.00003856,0,0,-44.99996235,0,0,5.00004137,0,0,ns,446.8181818,413.7666667,0.519202938,0.480797062,-0.038405876,ns,840.1818182,2293.89,0.268079951,0.731920049,0.463840098,ns,231.1283784,174.4705882,0.569844594,0.430155406,-0.139689188,131,132
Cronobacter.sakazakii,Animal,28.00001424,0,0,4.03E-05,0,0,-2.26E-05,0,0,depleted,169.3986014,345.1333333,0.329228547,0.670771453,0.341542906,depleted,6.272727273,1.256666667,0.833098563,0.166901437,-0.666197126,ns,0.425675676,291,0.001460666,0.998539334,0.997078668,132,133
Cronobacter.turicensis,Animal,2.37E-05,0,0,1.49E-05,0,0,-0.999996184,1,0,ns,6.244755245,26.03333333,0.193467319,0.806532681,0.613065362,depleted,9.121212121,4.393333333,0.674918158,0.325081842,-0.349836316,enriched,0.445945946,619.4,0.000719446,0.999280554,0.998561108,133,134
Cupriavidus.gilardii,Animal,5.00E-05,0,0,8.89E-06,0,0,0,0,0,ns,12.04895105,148.3583333,0.075114737,0.924885263,0.849770526,depleted,295.5606061,0.556666667,0.998120114,0.001879886,-0.996240228,ns,0,0,0,0,0,134,135
Cupriavidus.metallidurans,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,116.5705882,0,1,1,135,136
Cupriavidus.pauculus,Animal,31.99994385,0,0,3.09E-05,0,0,-5.000009127,1,0,depleted,132.2167832,95.675,0.580173543,0.419826457,-0.160347086,depleted,20.86363636,14.52333333,0.589585278,0.410414722,-0.179170556,enriched,39.80405405,196.7588235,0.168259934,0.831740066,0.663480132,136,137
Cystobacter.fuscus,Animal,-7.999942492,1,0,7.95E-05,0,0,178.000039,0,0,enriched,16.90909091,58.25833333,0.224952379,0.775047621,0.550095242,depleted,1.045454545,3.846666667,0.213701685,0.786298315,0.57259663,depleted,679.0337838,140.9529412,0.828103386,0.171896614,-0.656206772,137,138
Delftia.acidovorans,Animal,23.00001953,0,0,3.30E-06,0,0,-2.25E-05,0,0,depleted,732.1468531,285.7916667,0.719244668,0.280755332,-0.438489336,depleted,3.992424242,22.37333333,0.151424598,0.848575402,0.697150804,ns,0.040540541,0.864705882,0.044783984,0.955216016,0.910432032,138,139
Dermacoccus.nishinomiyaensis,Animal,-2.72E-05,1,0,-3.57E-05,1,0,2.86E-05,0,0,enriched,0.111888112,7.65,0.014415064,0.985584936,0.971169872,enriched,0.007575758,61.56,0.000123048,0.999876952,0.999753904,depleted,4.52027027,11.37647059,0.284352013,0.715647987,0.431295974,139,140
Dermatophilus.congolensis,Animal,-4.98E-05,1,0,-3.36E-05,1,0,-6.63E-05,1,0,enriched,0.111888112,3.75,0.028972386,0.971027614,0.942055228,enriched,0.060606061,2.936666667,0.020220403,0.979779597,0.959559194,enriched,0.114864865,6.752941176,0.016725118,0.983274882,0.966549764,140,141
Desulfomicrobium.orale,Animal,-4.60E-05,0,0,5.06E-05,0,0,6.69E-05,0,0,ns,10.27972028,43.08333333,0.192637407,0.807362593,0.614725186,depleted,1.015151515,0.74,0.578383978,0.421616022,-0.156767956,depleted,9.628378378,19.77058824,0.327507375,0.672492625,0.34498525,141,142
Dialister.micraerophilus,Animal,-2.59E-05,0,0,3.63E-05,0,0,0,0,0,ns,1.433566434,7.808333333,0.15511599,0.84488401,0.68976802,ns,0.439393939,1.453333333,0.232148575,0.767851425,0.53570285,ns,0,0,0,0,0,142,143
Diplonema.papillatum,Animal,0,0,0,0,1,1,0,0,0,ns,0,0,0,0,0,enriched,0,1.07,0,1,1,ns,0,0,0,0,0,143,144
Dysgonomonas.capnocytophagoides,Animal,-4.40E-05,1,0,7.46E-05,0,0,0,0,0,enriched,0.839160839,31.7,0.025789259,0.974210741,0.948421482,depleted,0.083333333,0.17,0.328947368,0.671052632,0.342105264,ns,0,0,0,0,0,144,145
Dysgonomonas.hofstadii,Animal,-6.04E-05,1,0,0,0,0,0,0,0,enriched,0.160839161,25.975,0.00615397,0.99384603,0.98769206,ns,0,0,0,0,0,ns,0,0,0,0,0,145,146
Elizabethkingia.anophelis,Animal,5.24E-06,0,0,4.89E-05,0,0,0,1,1,depleted,0.797202797,0.008333333,0.989654923,0.010345077,-0.979309846,depleted,1.681818182,2.37,0.415077406,0.584922594,0.169845188,enriched,0,117.3352941,0,1,1,146,147
Elizabethkingia.miricola,Animal,1.99991557,0,0,4.50E-05,0,0,0,1,1,ns,72.4965035,221.6333333,0.246477897,0.753522103,0.507044206,depleted,7.128787879,5.313333333,0.57295599,0.42704401,-0.14591198,enriched,0,1.305882353,0,1,1,147,148
Empedobacter.brevis,Animal,-5.41E-05,1,0,6.80E-07,0,0,7.000023636,0,0,enriched,0.426573427,11.55833333,0.035592553,0.964407447,0.928814894,ns,20.22727273,23.79333333,0.459495553,0.540504447,0.081008894,depleted,113.3175676,172.5235294,0.396435533,0.603564467,0.207128934,148,149
endosymbiont.of,Animal,0,0,0,4.48E-05,0,0,0,0,0,ns,0,0,0,0,0,ns,2.363636364,4.403333333,0.349290224,0.650709776,0.301419552,ns,0,0,0,0,0,149,150
Enterobacter.hormaechei,Animal,-21.00002404,1,0,1.48E-05,0,0,-8.47E-06,1,0,enriched,293.020979,275.3416667,0.515552845,0.484447155,-0.03110569,ns,33.13636364,19.51333333,0.629374252,0.370625748,-0.258748504,enriched,0.162162162,48.84117647,0.003309206,0.996690794,0.993381588,150,151
Enterobacteriaceae.bacterium,Animal,2.08E-05,0,0,139.9999605,0,0,106.000014,0,0,ns,51.46853147,15.33333333,0.77046549,0.22953451,-0.54093098,depleted,351.2878788,16.8,0.954358725,0.045641275,-0.90871745,depleted,162.8581081,38.35882353,0.809365826,0.190634174,-0.618731652,151,152
Enterococcus.asini,Animal,0,0,0,-1.37E-05,1,0,-8.89E-05,0,0,ns,0,0,0,0,0,enriched,0.015151515,1.476666667,0.010156409,0.989843591,0.979687182,ns,0.006756757,0.070588235,0.087358688,0.912641312,0.825282624,152,153
Enterococcus.dispar,Animal,-2.92E-05,1,0,-4.40E-06,0,0,-4.61E-05,1,0,enriched,0.531468531,8.4,0.059505168,0.940494832,0.880989664,ns,17.73484848,9.676666667,0.646985341,0.353014659,-0.293970682,enriched,0.060810811,13.69411765,0.00442102,0.99557898,0.99115796,153,154
Enterococcus.durans,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,83.15882353,0,1,1,154,155
Enterococcus.faecium,Animal,-3.21E-05,1,0,-5.92E-06,0,0,6.24E-05,0,0,enriched,0.027972028,10.06666667,0.002770979,0.997229021,0.994458042,ns,0.037878788,0.04,0.486381324,0.513618676,0.027237352,ns,0.033783784,0.017647059,0.656877897,0.343122103,-0.313755794,155,156
Enterococcus.haemoperoxidus,Animal,-3.44E-05,1,0,-3.65E-06,0,0,4.62E-06,0,0,enriched,0.048951049,1.25,0.037685061,0.962314939,0.924629878,ns,21.98484848,18.24333333,0.546503657,0.453496343,-0.093007314,ns,51.55405405,70.86470588,0.421128707,0.578871293,0.157742586,156,157
Enterococcus.phoeniculicola,Animal,-1.01E-05,1,0,-8.64E-05,0,0,-2.15E-05,0,0,enriched,1.41958042,21.55833333,0.061780214,0.938219786,0.876439572,ns,2.356060606,9.96,0.191299855,0.808700145,0.61740029,ns,0.087837838,0.070588235,0.554440543,0.445559457,-0.108881086,157,158
Erysipelothrix.rhusiopathiae,Animal,-5.62E-06,1,0,4.46E-05,0,0,0,0,0,enriched,2.965034965,99.68333333,0.028885359,0.971114641,0.942229282,depleted,1.196969697,1.23,0.493195155,0.506804845,0.01360969,ns,0,0,0,0,0,158,159
Eubacterium.limosum,Animal,4.45E-05,0,0,6.78E-05,0,0,0,0,0,ns,1.468531469,1.808333333,0.448151376,0.551848624,0.103697248,ns,0.21969697,0.533333333,0.291750503,0.708249497,0.416498994,ns,0,0,0,0,0,159,160
Exiguobacterium.antarcticum,Animal,-5.00E-05,1,0,1.16E-06,0,0,0,0,0,enriched,0.034965035,20.60833333,0.001693772,0.998306228,0.996612456,ns,0.181818182,0.11,0.62305296,0.37694704,-0.24610592,ns,0,0,0,0,0,160,161
Exiguobacterium.sibiricum,Animal,-39.99992009,1,0,-5.08E-06,0,0,5.11E-05,0,0,enriched,10.12587413,1130.825,0.008874943,0.991125057,0.982250114,ns,26.93939394,41.96666667,0.390958266,0.609041734,0.218083468,ns,11.92567568,27.98823529,0.298784945,0.701215055,0.40243011,161,162
Filifactor.alocis,Animal,-1.26E-05,0,0,3.56E-05,0,0,0,0,1,ns,9.51048951,25.4,0.272424983,0.727575017,0.455150034,depleted,2.681818182,2.84,0.485676655,0.514323345,0.02864669,ns,0,1.358823529,0,1,1,162,163
Finegoldia.magna,Animal,0,0,1,0,0,1,0,0,0,ns,0,0.025,0,1,1,ns,0,0.03,0,1,1,ns,0,0,0,0,0,163,164
Flavobacterium.psychrophilum,Animal,5079.820676,0,0,267.9999993,0,0,-44.00007495,1,0,depleted,11857.21678,3430.141667,0.775622343,0.224377657,-0.551244686,depleted,821.280303,302.5066667,0.730814937,0.269185063,-0.461629874,enriched,82.5472973,735.3294118,0.100928779,0.899071221,0.798142442,164,165
Francisella.halioticida,Animal,6.62E-05,0,0,4.999950498,0,0,0,0,0,depleted,1.125874126,0.325,0.775997108,0.224002892,-0.551994216,depleted,10.20454545,4.676666667,0.685733485,0.314266515,-0.37146697,ns,0,0,0,0,0,165,166
Fusobacterium.mortiferum,Animal,7.000012176,0,0,7.999991584,0,0,-5.81E-05,1,0,depleted,31.85314685,56.56666667,0.360248971,0.639751029,0.279502058,depleted,29.09090909,25.40333333,0.533834545,0.466165455,-0.06766909,enriched,0.047297297,1.3,0.035105316,0.964894684,0.929789368,166,167
Fusobacterium.russii,Animal,13.00000209,0,0,2.47E-07,0,0,0,0,0,depleted,45.61538462,40.29166667,0.530985337,0.469014663,-0.061970674,depleted,2.893939394,2.463333333,0.540188925,0.459811075,-0.08037785,ns,0,0,0,0,0,167,168
Gemella.haemolysans,Animal,0,0,0,0,0,0,0,1,1,ns,0,0,0,0,0,ns,0,0,0,0,0,enriched,0,51.90588235,0,1,1,168,169
Gemella.sanguinis,Animal,-1.10E-05,0,0,0,1,1,0,1,1,ns,0.062937063,0.075,0.456273765,0.543726235,0.08745247,enriched,0,1.383333333,0,1,1,enriched,0,1.2,0,1,1,169,170
Gordonia.aichiensis,Animal,-1.57E-05,1,0,-1.02E-05,1,0,-1.66E-05,1,0,enriched,1.048951049,23.20833333,0.043242724,0.956757276,0.913514552,enriched,0.053030303,14.11666667,0.003742515,0.996257485,0.99251497,enriched,0.047297297,0.5,0.086419753,0.913580247,0.827160494,170,171
Gordonia.bronchialis,Animal,-7.16E-06,1,0,-4.13E-05,1,0,-3.82E-05,1,0,enriched,0.335664336,2.9,0.103738924,0.896261076,0.792522152,enriched,0.03030303,0.846666667,0.03455425,0.96544575,0.9308915,enriched,3.277027027,28.54117647,0.102992208,0.897007792,0.794015584,171,172
Gordonia.polyisoprenivorans,Animal,-3.67E-05,1,0,-4.20E-05,0,0,-1.75E-05,0,0,enriched,0.104895105,12.91666667,0.008055493,0.991944507,0.983889014,ns,0.310606061,4.55,0.063902743,0.936097257,0.872194514,ns,0.209459459,1.211764706,0.147379607,0.852620393,0.705240786,172,173
Gordonia.rubripertincta,Animal,5.59E-05,0,0,-8.01E-05,1,0,-4.85E-05,1,0,ns,122.0769231,405.5416667,0.23137343,0.76862657,0.53725314,enriched,0.03030303,23.95666667,0.001263312,0.998736688,0.997473376,enriched,1.594594595,15.47647059,0.093409203,0.906590797,0.813181594,173,174
Granulibacter.bethesdensis,Animal,10.00002593,0,0,8.28E-05,0,0,90.99995757,0,0,depleted,300.3776224,55.3,0.844522128,0.155477872,-0.689044256,depleted,2.083333333,1.92,0.520399667,0.479600333,-0.040799334,depleted,141.6824324,39.87058824,0.780391491,0.219608509,-0.560782982,174,175
Granulicatella.adiacens,Animal,5.94E-05,0,0,3.86E-05,0,0,-7.10E-06,0,0,depleted,17.85314685,20.00833333,0.471538534,0.528461466,0.056922932,ns,7.492424242,2.8,0.727955248,0.272044752,-0.455910496,ns,0.628378378,5.311764706,0.105785058,0.894214942,0.788429884,175,176
Grimontia.hollisae,Animal,-2.58E-05,0,0,3.000072213,0,0,0,0,0,ns,1.272727273,5.05,0.201294033,0.798705967,0.597411934,depleted,15.62121212,150.3166667,0.094138917,0.905861083,0.811722166,ns,0,0,0,0,0,176,177
Haemophilus.parainfluenzae,Animal,-8.20E-05,0,0,-2.48E-05,0,0,-4.27E-05,1,0,ns,0.258741259,1.066666667,0.195216321,0.804783679,0.609567358,ns,0.318181818,2.71,0.105073551,0.894926449,0.789852898,enriched,0.040540541,3.429411765,0.011683314,0.988316686,0.976633372,177,178
Hathewaya.histolytica,Animal,0,0,0,0,0,0,10.00000241,0,0,ns,0,0,0,0,0,ns,0,0,0,0,0,depleted,107.1418919,8.982352941,0.922648772,0.077351228,-0.845297544,178,179
Helicobacter.canadensis,Animal,-3.82E-05,0,0,7.36E-05,0,0,0,0,1,ns,12.72727273,0.108333333,0.991559936,0.008440064,-0.983119872,ns,0.022727273,0.016666667,0.576923075,0.423076925,-0.15384615,ns,0,0.052941176,0,1,1,179,180
Isoptericola.variabilis,Animal,-2.79E-06,1,0,-5.78E-05,1,0,8.43E-05,0,0,enriched,1.902097902,27.525,0.064637631,0.935362369,0.870724738,enriched,0.113636364,1.753333333,0.060866743,0.939133257,0.878266514,ns,78.83783784,95.20588235,0.452977205,0.547022795,0.09404559,180,181
Janibacter.melonis,Animal,10.00007552,0,0,1.000053938,0,0,-42.00001725,1,0,depleted,88.09090909,61.625,0.588387097,0.411612903,-0.176774194,depleted,27.47727273,22.94333333,0.544961175,0.455038825,-0.08992235,enriched,236.6081081,273.2117647,0.464101383,0.535898617,0.071797234,181,182
Johnsonella.ignava,Animal,-3.42E-05,0,0,0,0,1,-7.47E-05,0,0,ns,0.076923077,3.516666667,0.021405637,0.978594363,0.957188726,ns,0,0.203333333,0,1,1,ns,0.202702703,0.1,0.669642857,0.330357143,-0.339285714,182,183
Kerstersia.gyiorum,Animal,42.99995749,0,0,4.91E-05,0,0,-3.47E-05,0,0,depleted,98.21678322,2.35,0.976632443,0.023367557,-0.953264886,depleted,11.35606061,0.243333333,0.979021893,0.020978107,-0.958043786,ns,0.25,1.205882353,0.171717172,0.828282828,0.656565656,183,184
Kingella.kingae,Animal,-1.67E-06,0,0,-3.77E-05,0,0,0,0,1,ns,2.391608392,7.383333333,0.244667279,0.755332721,0.510665442,ns,0.712121212,1.98,0.264520486,0.735479514,0.470959028,ns,0,0.941176471,0,1,1,184,185
Klebsiella.aerogenes,Animal,29.0000253,0,0,25.9999243,0,0,-5.12E-06,0,0,depleted,333.2097902,139.2333333,0.705290804,0.294709196,-0.410581608,depleted,325.6060606,674.0033333,0.325733294,0.674266706,0.348533412,ns,5.682432432,421.2529412,0.013309819,0.986690181,0.973380362,185,186
Klebsiella.variicola,Animal,9.33E-06,0,0,1.25E-06,0,0,0,0,0,ns,0.727272727,1.491666667,0.327756913,0.672243087,0.344486174,depleted,103.2727273,36.32,0.739814525,0.260185475,-0.47962905,ns,0,0,0,0,0,186,187
Kluyvera.intermedia,Animal,-68.99999062,1,0,5.51E-05,0,0,-165.0000596,1,0,enriched,43.7972028,697.3333333,0.059095127,0.940904873,0.881809746,ns,711.3181818,280.96,0.716853595,0.283146405,-0.43370719,enriched,132.6554054,1117.652941,0.106098152,0.893901848,0.787803696,187,188
Kocuria.rhizophila,Animal,-4.97E-05,0,0,3.07E-05,0,0,-2.000052225,1,0,ns,23.8951049,131.5333333,0.15373702,0.84626298,0.69252596,ns,12.76515152,6.543333333,0.661116168,0.338883832,-0.322232336,enriched,25.68918919,283.8941176,0.082979891,0.917020109,0.834040218,188,189
Kytococcus.sedentarius,Animal,-9.33E-06,1,0,-5.05E-05,1,0,-7.46E-05,1,0,enriched,0.06993007,18.65833333,0.003733932,0.996266068,0.992532136,enriched,0.128787879,1.013333333,0.112762006,0.887237994,0.774475988,enriched,1.993243243,14.94705882,0.117662792,0.882337208,0.764674416,189,190
Lactobacillus.brevis,Animal,-5.73E-06,1,0,1.78E-05,0,0,-3.49E-05,1,0,enriched,0.055944056,4.008333333,0.013764822,0.986235178,0.972470356,ns,0.196969697,0.966666667,0.169270833,0.830729167,0.661458334,enriched,0.371621622,542.9529412,0.000683977,0.999316023,0.998632046,190,191
Lactobacillus.delbrueckii,Animal,-3.52E-06,1,0,4.28E-05,0,0,0,1,1,enriched,0.846153846,5.941666667,0.124657664,0.875342336,0.750684672,ns,1295.628788,157.66,0.891515024,0.108484976,-0.783030048,enriched,0,10.65294118,0,1,1,191,192
Lactobacillus.ginsenosidimutans,Animal,0,1,1,0,0,1,0,0,0,enriched,0,4.716666667,0,1,1,ns,0,1.623333333,0,1,1,ns,0,0,0,0,0,192,193
Lactobacillus.iners,Animal,-1.78E-05,1,0,-5.09E-05,0,0,0,1,1,enriched,0.041958042,2.016666667,0.020381589,0.979618411,0.959236822,ns,0.022727273,7.38,0.003070122,0.996929878,0.993859756,enriched,0,0.758823529,0,1,1,193,194
Lactobacillus.rhamnosus,Animal,-4.49E-05,1,0,4.23E-05,0,0,0,1,1,enriched,0.027972028,3.791666667,0.007323213,0.992676787,0.985353574,ns,0.128787879,0.323333333,0.284852547,0.715147453,0.430294906,enriched,0,1.2,0,1,1,194,195
